"","X","Name","Date","Source","Text"
"2642",2642,"Anderson Cooper 360","January 20, 2022","Comcast Cable","we can't wait one more day, never mind a whole year for a fresh start.   good evening. tonight, a major development in the state of georgia that increases the former president's potential criminal exposure for attempting to overturn the election he lost. we begin here in washington, d.c., we're marking one year since the current president was inaugurated. a year marked with some significant accomplishments, yes, but also some bruising losses and polling reflects that. so the question is how he turns things around to the extent that he can, if he can on inflation,"
"2648",2648,"Anderson Cooper 360","August 22, 2022","Comcast Cable","the president say that you did it too late. i think it's a sign of the trouble the, disagreement they've been having overwatch avenue to pursue. >> we are learning more about this message from the former president to merrick garland? >> this is the most fascinating part of the filing. we knew the special master thing was likely coming based on our reporting, they have confirmed for the first time that trump did try to get a message to biden's attorney general, merrick garland. he tried to do it through his uttering and jay brat, the lead justice department official on this. it says in the filing, basically the returnee relayed the message who is at mar-a-lago, and june and he said that trump's been hearing from people one word to describe the reaction to the right is anger. and trump instructed his counsel to say, the heat is building up, the pressure is building up whatever you can do to take it down to bring the pressure down, just let us know. it's very unusual to have a former president, who we know is under investigation for how we have handled the information, to send the message to merrick garland, it's not unusual for trump i guess because remember of course, nancy pelosi was pursuing the impeachment charges against them. he tried to reach out to."
"2665",2665,"Anderson Cooper 360","January 20, 2022","Comcast Cable","partners are ready to impose severe costs and significant harm on russia. >> today, ukraine's president tweeted, we want to remind the great powers there are no minor incursions and small nations. joe biden said this by way of clarification. >> i've been absolutely clear with president putputin, if any assembled russian units move across the ukrainian border, that is an invasion. and it will be met with severe and coordinated economic response that i have discussed in detail with our allies, as well as laid out very clearly for president putin. >> cnn's chief international correspondent clarissa ward is in kiev for us tonight. so what is the mood for lack of a better word right now like in ukraine and about what joe biden said?"
"2667",2667,"Anderson Cooper 360","February 8, 2022","Comcast Cable","republican national committee to censure two sitting members of congress and use the words legitimate political discourse in talking about january 6th? >> let me give you my view of what happened january 6th. we all were here, we saw what happened. it was a violent insurrection. for the purpose of trying to prevent a peaceful transfer of power after a legitimately certified election. from one administration to the next. that's what it was. >> a reminder, mitch mcconnell never says anything by accident. every syllable is carefully chosen. his use of the words violent insurrection is significant and carries with it potential legal implications because obviously it's against the law, but it's significant for other reasons too. there are anchors on other cable networks who launch into"
"2680",2680,"Anderson Cooper 360","March 15, 2022","Comcast Cable","range and have been hitting the city and suburbs relentlessly including tonight and i should point out there is a 35-hour curfew there because of fear of what may lay ahead in the next 24 to 48 hours. earlier today there were missiles that struck four buildings in the space of a single hour. however to this point they've been unable to encircle kyiv. in cities they haven't circled, devastation continues. there's new video from mariupol in the south which was hit upwards of 100 times yesterday according to the mayor. as another local lawmaker put it, today the situation there is catastrophic. >> it's not about military. it's about risks. they understand they can get mariupol with their troops so they use heavy artillery and use explosive bombing to totally destroy the city. in the last five days, they don't stop bombing in a minute."
"2694",2694,"Anderson Cooper 360","April 8, 2022","Comcast Cable","um, for what we heard by the railways, they are not sending any more passenger trains this way not only because it puts the -- the -- the -- the civilians in danger but also their staff. a number of their staff have been killed in attacks like this one. and these heroes have been, you know, moving people, evacuating people from all over the country during the course of this invasion. so it looks like the options are going to be the buses now. the bus stations. um, getting people on buses. i know the city has been preparing for a potential attack. we spoke to the mayor, who said he had been learning some of the lessons from mariupol. they were making a lot of plans and preparation but of course i don't think anybody expected such a deliberate attack on innocent women and children. so, we think the buses are going to be the next best thing. the road right now is currently clear to go south out of the city, so it seems like that's going to be the way. we are headed to the bus station"
"2695",2695,"Anderson Cooper 360","October 10, 2022","Comcast Cable","change in tactics by russia. they've been doing these kinds of things since the very beginning. in terms of answering your question how long can they do it, they obviously attempted to do a -- equivalent of a shock and aude yesterday and even with the 84 ukrainians' count, 84 missile, 24 drones half of both were shot down by ukrainian forces as they flew overhead. there was a lot of damage done but, again, mr. putin is a one trick pony. he has been attacking civilian infrastructure with rockets and missiles since the beginning of this campaign. none of that has contributed to him achieving any of his political or military end state goals so, you know, i got to believe that sanctions are hurting him. that his weapon systems are faltering. remember, way back long ago we were finding out that about 60%"
"2696",2696,"Anderson Cooper 360","October 10, 2022","Comcast Cable",">> bart barber, the new president of the southern baptist convention. ahead iran entering its fourth week of nationwide protests as thousands take to the streets, hackers target the media and schoolgirls defy strict conservative laws. the new videos and the latest reaction from the regime next. age-related macular degeneration may lead to severe vision loss. and if you're taking a multivitamin alone, you may be missing a crcritical piece. preservisionon. preservision areds 2 contains the only clinically proven nutrient formula recommended by the national eye institute to help reduce the risk of moderate to advanced amd progression. ""preservision is backed by 20 years of clinical studies"" ""and its from the eye experts at bausch and lomb"" so, ask your doctor about adding preservision. and fill in a missing piece of your plan. like i did with preservision"""
"2723",2723,"Anderson Cooper 360","February 7, 2022","Comcast Cable","let's start at the white house, and cnn mj lee. mj, the president ask german chancellor were clearly hoping to put on a united front today but seemed to disagree on the critical nord stream 2 pipeline, which would allow russia to export natural gas to germany by passing ukraine. president biden was forceful saying the pipeline would not go forward in the event of a russian invasion but the u.s. does not oversee the project. so, how exactly would that work? >> yeah, john, it is very clear after today that this pipeline is going to remain a major sticking point as you said when president biden was asked about this, he specifically said if russia were to invade ukraine, that this pipeline would be no more. i should note, though, that when he was pressed, well, how can the u.s. do that? he didn't get into specifics. he just said, well, i promise you that this is possible. and then, in real contrast, the german chancellor when he was asked will you commit to doing away with this pipeline, not letting it go forward if an invasion were to occur, he didn't make that commitment."
"2749",2749,"Anderson Cooper 360","February 17, 2022","Comcast Cable","nato that says we're not going to be expansive and when you look at a map of nato as it exists, existed back in the 1980s and then with the acceleration post 1999 and 2004, russia is, all those former buffer countries, buffer zone russia had with the soviet union, they all belong to nato, other than belarus, and ukraine. that's why he wants to kind of lock up ukraine and ukraine's second largest country in europe. it's monsterous and he would love to of that underbelly, that avenue of approach into russia that every enemy he's had used, would love to have that as a vassal state listening to him. >> james ""spider"" marks, always a pleasure listening to you. thanks for being with us. next, days after accounting fired them, a judge in florida delivers another blow, telling trumps to start testifying under oath. later, dr. fauci on why he"
"2751",2751,"Anderson Cooper 360","August 22, 2022","Comcast Cable","two weeks to do so. it has been two weeks since the search was carried out and this is their first actual court filing. >> why did they wait so long? >> i think it's a sign there is disagreement behind the scenes of what the legal strategy should be, what it should look like. they have not really coalesced under a single strategy. there was some debate over the special master and actually filing this motion with some critics saying, you should have done this two weeks ago. people who are even allies of the president saying you kind of waited too late. i think that's a sign of the trouble and disagreement they've been having over which avenue to pursue. >> you're also learning more about this purported message from the former president to merrick garland. >> this is probably the most fascinating part of this filing. we knew the special master thing was likely coming based on our reporting. but they have confirmed for the first time that trump did try to get a message to biden's attorney general, merrick garland, and he tried to do it through his attorney and the lead justice department official on this. it says in the filing that basically the attorney relayed"
"2760",2760,"Anderson Cooper 360","February 17, 2022","Comcast Cable","invasion and what an actual invasion beginning would look like. he went into very stark detail when it came to the attempt to justify one. he talked about a staged, mass grave, staged bombing, fake drone strike, fake chemical weapons attack, real chemical weapons attack potentially laying out every scenario not saying that is what the russians are going to do but saying this is potentially what it could look like. you'll see russian state media talking about it. they already have been talking about it including the shelling today. that is a little warning for the white house and also the beginning of an attack and going into detail just making clear i think to the russians that they know what they're potentially planning and could potentially carry out within a matter of days according to the president. deeply informative and unsettling. but extremely informative discussion. thank you all very much for your reporting tonight. and as it has been every night for all we can see and report on"
"2782",2782,"Anderson Cooper 360","October 21, 2022","Comcast Cable","scope in terms of subpoena, anderson. it's calling for the former president to hand over documents by november 4th and to testify november 14th. when you look for the kind of documents they're asking for they're asking not just for records of any calls trump made january 6th, but if he said get someone on the phone for me, they want records of that. they want records of any communications involving pence for a period of time. they want records of them talking about the committee or witnesses of the committee. they want any records of destruction of other materials, so it gives you an idea of just how broad the set of documents they're looking for from the former president in addition of course to that testimony. now, we have not heard directly from trump on this, but we did hear from an attorney representing him saying the committee was flouting norms by making this subpoena public but saying we'll review and analyze it and respond as appropriate to this unprecedented action. so it remains unclear what exactly that's going to mean. >> is there any reason -- i don't know what his options are. if the former president defied"
"2918",2918,"Anderson Cooper 360","April 22, 2022","Comcast Cable","we've stated it's gone into aspects of blood lust. we've been hearing and reading about intercepts in all that. and again, the horror that's like the second world war in this region is fought over these villages. and of course the villages are fighting. you've got the ukrainian fighting spirit, but of course at that time now the villagers also become targets because they're seen as the enemy by the occupying force. and it's hard all around. >> retired brigadier general i appreciate it.   still to come the mystery two former russian executives along with members of their families. two families, similar deaths looking for answers. nic robertson will have the latest ahead.   and republican congresswoman marjory taylor green testifying for three hours about what she could and what she often could not remember about events surrounding january 6th and challengers hoping to prprevent"
"2965",2965,"Anderson Cooper 360","October 6, 2022","Comcast Cable","department told former president donald trump lawyers in recent weeks that the department believes that he has not returned all of his documents that he took when he left the white house. according to two people briefed on the matter, justice department had no comment. a times story noted that the dozens of empty folders found in the latest surge in august say that it raises further questions about whether all available documents have been deep in recovered. here to talk about is harbor law student and co--- presidency the power of impeachment. professor, i'm wondering what you make of this by the new york times? what does it tell you about where the justice department might be headed? >> it certainly suggests that the justice department is closing in on indicting donald trump. not simply for basically stealing top secret documents from the white house and secret -ing them in various secure locations and mar-a-lago. but also for violating the espionage act. and based on this recent reporting, obstruction of justice."
"2969",2969,"Anderson Cooper 360","October 3, 2022","Comcast Cable","many people could still be missing. of course, that is not good news for loved ones who cannot reach their family members. they don't know if they're trapped or alive or dead. so the task force and the search teams, john, will continue here 24/7 for as long as it takes, they say, until their mission is complete. john? >> work goes on. randi kaye, thank you very much for that report.   more now on the broader sweep of the story in what emergency teams across the area have been finding today. carlos suarez has that. >> reporter: unrecognizable in parts, still underwater in others. hurricane ian's destruction and path so vast, search and rescue efforts continue days after the storm tore through florida. >> we can't get over the bridge. >> residents in this area hit by river flooding are stuck. air boats are now key to getting supplies in and people out. >> you see the air boats taking people into town. it's been going for a while now. >> the death toll across the"
"2987",2987,"Anderson Cooper 360","August 4, 2022","Comcast Cable","they asked for. jim, i just viewed an obnoxious video by alex jones that he put out on his website, as he begged for money from his viewers calling this a major victory for truth, alluding to the fact that this whole trial was a democratic party run plot against him. he is going to be unfairly treated in tomorrow's punitive damage phase. again, alex jones trying to spin this as a major victory for truth. >> his message has been consistent throughout. listen, i imagine this has never been a lot about the money for neil heslin and scarlett lewis? >> but this is about, particularly for neil heslin, who i've interviewed at length, this is about getting alex jones to shut up about his dead son. getting alex jones who never again say his son, who was shot and killed at sandy hook elementary school, wasn't shot and killed and wasn't even a real person. this"
"3008",3008,"Anderson Cooper 360","October 3, 2022","Comcast Cable","you've nets or mates of hurricane ian were still causing havoc, even tonight with major flooding along the virginia shore. the storm's death toll is rising. most in florida. especially in the county, where the storm hit hardest and at least 54 people have now died. john berman here, in frontier sun, and all hurricane ian is now responsible for at least 104 deaths and just as it did today that number is expected to rise. five days since this came ashore. islands are still cut off from the mainland. search and rescue operations are still underway. serious questions are being"
"3009",3009,"Anderson Cooper 360","October 3, 2022","Comcast Cable","respond. taking out those troops on the ground, and we could take out russian maritime assets. we could go after certain logistics. but it would be a big deal for the united states. it wouldn't be over overnight. >> matthew, in an effort, comparatively, to get the u.s. to provide long-range rocket systems, they queen anne government is now saying that they would more or less grant u.s. veto power. u.s. veto power over any strike they propose. do you see that as a workable solution, matthew, based on what you saw on the ground in ukraine? >> certainly, it would offer the united states that sort of security they're looking for in terms -- look, the reason they haven't given ukraine these longer range weapons yet is because the biden administration says they can, they are concerned that these longer range weapons would be used by ukraine to fire sort of into targets inside russia itself."
"3030",3030,"Anderson Cooper 360","January 27, 2022","Comcast Cable","i don't know but think. >> optimist or not, it's hard to imagine he doesn't know the answer to that. lincoln gave his gettysburg address at the dedication of the military cemetery on the battlefield where more than 50,000 americans had fallen. whether intended or not, with memories still fresh of the attack of americans on americans certainly seems to convey where we are as a country because to borrow from lincoln's first inaugural, the better angels of our nature were as hard to find in the crowds on january 6th as they must have been in washington when lincoln spoke the words just a month before the civil war began. seems a substantial portion of americans today ready to strive, as lincoln said in his second inaugural, to bind up the nation's wounds. many it seems have denied the existence of them. some, including the former president, current standard bearer of lincoln's party, seek other, deeper, longer-standing wounds to tear at. >> if you are white, you don't get the vaccine or if you're white, you don't get therapeutics."
"3039",3039,"Anderson Cooper 360","July 1, 2022","Comcast Cable","story did include parts that showed the president was lunging towards the front seat. there is some dispute about whether or not he got ahold of the steering tweel or contact with any of the agents, but the one thing no one has disputed is that the president was angry and wanted to go to the capitol. that is what the january ofth committee is most focused on. we should also point out one of the sources that talked to noah also talked to the driver of the b presidential suv, so that is a firsthand account from someone who was in the limo when it happened. >> you also have new details about who may have tried to influence hutchinson's testimony. >> reporter: this is a big concern for the january 6th committee because they want to make sure they're getting accurate information that is not shaded in any way, shape, or form by the former president and his allies. we have learned that those two"
"3045",3045,"Anderson Cooper 360","August 4, 2022","Comcast Cable","echelon members of the members of the former ministration, former administration, up to and up to and including including the former the former president president himself. himself. in in short, cnn georgia, cnn has has learned that his legal team is now speaking directly with doj officials, another cnn exclusive, january six committee vice chair liz cheney updates us on the progress she and her colleagues were making. also on whether she things the former president ought to face criminal charges now if the evidence supports it. first, though, cnn senior reporting, our carris canal joins us regarding wet -- tell us exactly what we know about these conversations and the topic of those conversations with the doj? >> jim, sources tell our team that the justice department attorneys investigating january 6th and trump's legal team are having talks now that it revolves around the issue of executive privilege. that is, whether the former president can shield certain communications that he had while president from federal prosecutors. this has become a significant"
"3063",3063,"Anderson Cooper 360","September 16, 2022","Comcast Cable","moderate to severe eczema still disrupts my skin. despite treatment it disrupts my skin with itch. it disrupts my skin with rash. but now, i can disrupt eczema with rinvoq. rinvoq is not a steroid, topical, or injection. it's one pill, once a day, that's effective without topical steroids. many taking rinvoq saw clear or almost-clear skin while some saw up to 100% clear skin. plus, they felt fast itch relief some as early as 2 days. that's rinvoq relief. rinvoq can lower your ability to fight infections, including tb. serious infections and blood clots, some fatal, cancers including lymphoma and skin cancer, death, heart attack, stroke, and tears in the stomach or intestines occurred. people 50 and older with at least one heart disease risk factor have higher risks. don't take if allergic to rinvoq, as serious reactions can occur. tell your doctor if you are or may become pregnant. disrupt the itch and rash of eczema. talk to your doctor about rinvoq."
"3074",3074,"Anderson Cooper 360","February 25, 2022","Comcast Cable","continues now with ""360.""   good evening. the fate of ukraine is being decided right now. those are the words of its president, volodymyr zelenskyy, tonight. russian forces gathering for what is now expected to be an assault on the capital and a decapitation of that country's leadership. throughout ukraine there is fear and there is shock as well as anger and defiance. ukraine's 44-year-old president who last night said he was target number one of the invasion stood on a street in kyiv earlier and said this. >> translator: good evening, everyone. the leader of the fraction is here. the head of the president's administration is here. prime minister is here. the president is here. we are all here. our military are here. citizens and society are here. we are all here defending our"
"3099",3099,"Anderson Cooper 360","July 29, 2022","Comcast Cable","ready to talk. >> smith also apologized to his fellow actors and oscar nominees for going after rock after the comic, you'll remember, joked about smith's wife, jada pinkett smith. rock addressed the incident this week saying, anyone who said words hurt has never been punched in the face. is this the end of it stay tuned? ""ac 360"" starts right now.   good evening. we begin tonight with exclusive new reporting about one of the most alarming mysteries in the january 6th investigation. what happened to secret service text messages from and around january 6th, perhaps the most traumatic period for the secret service since 9/11 or the attempt on president reagan's life? >> they're in the building. hold. >> they're moving. we need to move now. >> copy. >> if we lose any more time, we"
"3117",3117,"Anderson Cooper 360","July 29, 2022","Comcast Cable",">> that's maryland democratic congressman and committee member jamie raskin. adam kinzinger joins us shortly. text messages are missing from the two top homeland security, acting deputy secretary ken cuccinelli. they too were purportedly lost in a reset of their government phones. nick mulvaney who served as acting white house chief of staff in the prior administration had this to say about it. >> it's weird and it's getting a little bit weirder. when i left the white house, i had to leave my work phone there. if the same was true with ken, he would have to turn over that work phone to somebody else and he would not have been in control of it since he left the administration. so again, does it look weird from the outside? does it look somewhat nefarious, yes. >> it certainly does seem strange, all of it as does kevin mccarthy's seemingly amnesia"
"3138",3138,"Anderson Cooper 360","April 19, 2022","Comcast Cable","is -- they don't make the headlines but that's one of horror of wars. these impossible choices, one is forced todd make or asked to m. >> i don't know, i don't think he was hesitating much about what he should do. he's following what consciousness tells him. >> he's following his conscious. >> i was not surprised when he said that he'll go. >> you met him, you have been together for 15 years. it was just your 15th anniversary. can you talk about how you met? you were both, you are young now, you were so young -- you were like 21, were you? >> yeah, we were students. we met when we were younger. when we were 18 or 19 years old."
"3140",3140,"Anderson Cooper 360","January 25, 2022","Comcast Cable","united states and our allies and partners. >> as for the view from ukraine, one source close to leadership tells cnn, the threat is dangerous but not imminent, with more than 120,000 russian troops on the border, the danger is clear even if the imminence is not. we have live reports from kaitlan collins at the white house and clarissa ward in kyiv, and also a former cia operative of russian operations is here to talk about what drives putin and what sort of sanctions he may fear. first, let's go to kaitlan collins who got a chance to question president biden at length today. what did the president have to say? >> he spoke in pretty blunt terms, talking about if russia decides to move forward with this, which he did highlight the unpredictable nature of all this following a meeting with his national security team earlier today. but saying that if they do move forward with this, it would be the worst invasion we have seen since world war ii and talking about the 8500 troops he put on high alert, saying it could be in the near term he moves them."
"3144",3144,"Anderson Cooper 360","September 7, 2022","Comcast Cable","ironically enough, this is something that we and north korea have in common. we both decided, at different times, that we needed nuclear weapons as a deterrent from an attack from an adversary. accordingly, from an intelligence perspective, knowledge of all countries capabilities are the most closely guarded secrets that they have and, in turn, are the hardest gleam for us. if these documents are exposed, or revealed, they'll reveal two things, potentially. one, of course, what we do know about a foreign nation's nuclear capability, which, in turn, could lead to back engineering by that state to figure out how we got it and close it off. it could take years to restore that. that actually means that, by"
"3153",3153,"Anderson Cooper 360","May 31, 2022","Comcast Cable",">> first of all, when it comes to an active shooter, you don't have to wait on tactical gear. plain and simple, you got an obligation -- >> he's saying you don't have to wait on tactical gear. in fact, i want to read you a couple items from the active shooter training manual for the state of texas. item one is the prime director. it reads, ""stop the killing. officer's first priority is to move in and confront the attacker this may include bypassing the injured and not responding to cries for help from children."" the key, they're saying, is to stop the shooter. in any way necessary. item two is this blunt advice -- a first responder unwilling to place the lives of the innocent above their own safety should consider another career field. so that's what the police on scene should have done but did not do for one hour. yet listening to that same"
"3168",3168,"Anderson Cooper 360","October 6, 2022","Comcast Cable","intelligence. so this is very serious. and when i take these recent revelations to mean is that shortly after the midterm elections, indictments are likely to start flying. >> you believe that the department of justice might actually indict the former president? >> i believe is that it might well indict the former president for obstruction, for espionage. this is all quite apart from the possible indictment for seditious conspiracy and insurrection. i mean, it's as though he is building a moat around mar-a-lago and then trying to swim in it himself. basically, with every stroke he takes, with every move he makes, he is digging himself a deeper, deeper pit. and he's -- you know, his lawyers must be absolutely"
"3172",3172,"Anderson Cooper 360","August 23, 2022","Comcast Cable","solomon, not done what he did, all of which comes at the end of a day that also saw the judge handling the former president's motion that the document review be halted and a special master be appointed to review them cast a skeptical eye on the case. the judge, whom the former president appointed, telling his attorney she wants answers by friday to some very basic questions, namely what precisely are they asking of her. how is it that she has jurisdiction? and why can't this be handled by the magistrate judge who's been dealing with the case so far? we begin with more of the letter. cnn's jessica schneider joins us with that. we now know there's more than 100 classified documents, 700 pages. that's a number we haven't heard before. >> reporter: it's not, anderson. we're seeing just how voluminous it was. this is from what they collected in january, not what they just got with this search warrant, which was even more. what we're also learning is really how the archives tried to work with trump's legal team. we see in this letter, you know, they carefully considered his claims of executive privilege. they ultimately decided he"
"3176",3176,"Anderson Cooper 360","September 16, 2022","Comcast Cable","creating a coast-to-coast network to deliver your car as soon as tomorrow. recruiting an army of customer advocates to make your experience incredible. and putting you in control of the whole thing, with powerful technology. that's why we've become the nation's fastest growing retailer, because our customers love it. see for yourself at carvana.com when moderate to severe ulcerative colitis persists... put it in check with rinvoq, a once-daily pill. when uc got unpredictable,... i got rapid symptom relief with rinvoq. check. when uc held me back... i got lasting, steroid-free remission with rinvoq. check. and when uc got the upper hand... rinvoq helped visibly repair the colon lining. check. rapid symptom relief. lasting, steroid-free remission. and a chance to visibly repair the colon lining. check. check. and check. rinvoq can lower your ability to fight infections, including tb. serious infections and blood clots, some fatal; cancers, including lymphoma and skin cancer; death, heart attack, stroke, and tears in the stomach or intestines occurred."
"3201",3201,"Anderson Cooper 360","July 27, 2022","Comcast Cable","the january 6th select committee is far from being finished. >> what about cassidy hutchinson? we know about the access she had during her time in the white house. how valuable a witness could she be for the justice department's investigation? the -- some of what she said was based on -- was hearsay, was things she had overheard other people say. >> it's a great point, anderson. and all we know about her engagement with the department of justice right now is that she's cooperating. we don't know if she sat for an interview yet, if she appeared before the grand jury. but what we've seen her testify to under oath certainly serves as a roadmap for department of justice investigators. and it also could lead them to other potential witnesses that they could bring in and ask questions to and the subpoena power of the doj is a bit easier to enforce than that of the january 6 select committee. so, hutchinson, no doubt s a"
"3232",3232,"Anderson Cooper 360","July 7, 2022","Comcast Cable","word to say about anybody. but she wasn't nacve. one of my friends said something about her, which i've been thinking so much about, for the last two days, he said something like katie was such a good person, and when you were in her presence, you became a better person. and i understand what he meant, she carried herself with such grace when you were with her, you wanted to be your best self . and i think that so true. >> i heard a story that you met i believe, in college, but it"
"3254",3254,"Anderson Cooper 360","March 4, 2022","Comcast Cable","extraordinary insurgencies if putin is successful in this. >> when you left, you -- you walked across -- you ended up having to walk across the border like a lot of people. i mean, the -- i assume when you're stuck in that long line of cars and decided to just -- this is the way we've got to go? >> yeah, we had the luxury of being able to abandon a rented vehicle on the side of the road. so many of the -- almost all -- i mean, this was a startling thing to me. it was mostly women and children, some in groups and some just a mother and their child, almost all of those cars. in some cases, the father was dropping them off and returning because we know that from 18-60, men are not to leave. they're to stay in the resistance against russia. there was not -- i didn't see any luggage."
"3262",3262,"Anderson Cooper 360","October 18, 2022","Comcast Cable","in 2020 around the publication of woodward's book, rage. how much of this is never before heard? not just from donald trump, but also from his aides? >> there are more than eight hours. so there's a lot we never heard before. and there are absolutely new interviews with trump's then national security adviser, robert o'brien. his deputy, matthew pottinger. and throughout the recordings, you hear in the background, what i would describe as trump 's court. these are advisers, allies, family. people who are in the room. you hear melania trump, senator lindsey graham. and the audio also gives an inside glimpse of trump's inner circle. like this exchange, this is in 2016 when then-candidate trump was asked whether he expects government employees to sign nondisclosure agreements. and his son, don jr., chimes in."
